school code,school sector ,year_range ,Location,language ,type,formatted_address,google_place_id,input_string,latitude,longitude,postcode,type,surburb,name ,phone number ,city council,ICSEA VALUE,TEACHING STAFF,NON-TEACHING STAFF,NOT ENGLISH 2013,NOT ENGLISH 2014,NOT ENGLISH 2015,NOT ENGLISH 2016,NOT ENGLISH 2017,"Prep Males Total""""","Prep Females Total""""","Prep Total""""","Year 1 Males Total""""","Year 1 Females Total""""","Year 1 Total""""","Year 2 Males total""""","Year 2 Females Total""""","Year 2 Total""""","Year 3 Males Total""""","Year 3 Females Total""""","Year 3 Total""""","Year 4 Males Total""""","Year 4 Females Total""""","Year 4 Total""""","Year 5 Males Total""""","Year 5 Females Total""""","Year 5 Total""""","Year 6 Males Total""""","Year 6 Females Total""""","Year 6 Total""""","Primary Total"""""
5312,Government,Prep-6,Major Cities,Italian,primary ,"106-114 Taylor Rd, Mooroolbark VIC 3138, Australia",ChIJDSs4Kugv1moRMcZItYSYd0o,"Mooroolbark East Primary School VIC,Australia",-37.7869625,145.3351414,3138,"establishment,point_of_interest,school",Mooroolbark,Mooroolbark East Primary School ,03 9726 9422,Yarra Ranges (S),995,40,50,6%,5%,6%,8%,8%,51,41,92,51,34.4,85.4,49.2,48.4,97.6,42,32,74,40,48,88,41,45,86,41.4,38,79.4,602.4
3939,Government,Prep-6,Major Cities,Italian,primary ,"118 Hayrick Ln, Mooroolbark VIC 3138, Australia",ChIJn-tEddov1moReyICRbRpDY0,"Bimbadeen Heights Primary School VIC,Australia",-37.773971,145.321867,3138,"establishment,point_of_interest,school",Mooroolbark,Bimbadeen Heights Primary School ,03 9726 9989,Yarra Ranges (S),1025,31,10,5%,6%,7%,6%,7%,30,31,61,15,40,55,32,44,76,31,36,67,42,42,84,39,51,90,42,38,80,513
2436,Government,Prep-6,Major Cities,Italian,primary ,"23-31 Gladeswood Dr, Mulgrave VIC 3170, Australia",ChIJCX8scLwV1moRQ15UG2kqCKc,"Mulgrave Primary School VIC,Australia",-37.9326039,145.1974953,3170,"establishment,point_of_interest,school",Mulgrave,Mulgrave Primary School ,03 9795 2477,Monash (C),1056,26,7,55%,58%,56%,48%,55%,23,26,49,33,32,65,29,17,46,22,27,49,26,27,53,21,22,43,19,28,47,352
2105,Government,Prep-6,Major Cities,Italian,primary ,"72/77 Albany Dr, Mulgrave VIC 3170, Australia",ChIJhXovIBuhJwARGK4HlHiThrc,"Albany Rise Primary School VIC,Australia",-37.9282525,145.1724407,3170,"establishment,point_of_interest,school",Mulgrave,Albany Rise Primary School ,03 9547 1146,Monash (C),1013,26,13,55%,57%,51%,54%,54%,25,16,41,27,21,48,27,19,46,20,18,38,17,21,38,20,21,41,23,27,50,302
5539,Government,Prep-6,Major Cities,Italian,primary ,"38-64 Wallarano Dr, Noble Park VIC 3174, Australia",ChIJf1l4TGMT1moRx_0jvMhY9JE,"Wallarano Primary School VIC,Australia",-37.9797476,145.1702437,3174,"establishment,point_of_interest,school",Noble Park,Wallarano Primary School ,03 9798 1890,Greater Dandenong (C),972,44,37,61%,68%,69%,84%,71%,47,48,95,69,43,112,51,43,94,65,37,102,33,54,87,59,39,98,52,46,98,686
4877,Government,Prep-6,Major Cities,Italian,primary ,"77-123 Jacksons Rd, Noble Park North VIC 3174, Australia",ChIJSYZ9p00U1moRSqKtxGDyVzc,"Silverton Primary School VIC,Australia",-37.948838,145.193031,3174,"establishment,point_of_interest,school",Noble Park North,Silverton Primary School ,03 9795 5033,Greater Dandenong (C),1010,45,14,70%,64%,73%,87%,75%,50,38,88,36,42,78,42,51,93,39,37,76,32,31,63,23,27,50,36,36,72,520
3161,Government,Prep-6,Major Cities,Italian,primary ,"210 Errol St, North Melbourne VIC 3051, Australia",ChIJlWTh9i9d1moRswc-S6sPnx8,"North Melbourne Primary School VIC,Australia",-37.7985311,144.9513753,3051,"establishment,point_of_interest,school",North Melbourne,North Melbourne Primary School ,03 9329 6902,Melbourne (C),1153,53,13,50%,53%,52%,60%,57%,55,61,116,70,62,132,56,49,105,54,43,97,49,48,97,45.6,56,101.6,67,48,115,763.6
5066,Government,Prep-6,Major Cities,Italian,primary ,"33 Helen St, Northcote VIC 3070, Australia",ChIJb19uYHxD1moRt7lIpe9FGjw,"Northcote Primary School VIC,Australia",-37.771781,144.996436,3070,"establishment,point_of_interest,school",Northcote,Northcote Primary School ,03 9481 0009,Darebin (C),1160,22,8,23%,20%,22%,19%,22%,26,26,52,31,33,64,23,37,60,30,22,52,19,20,39,30,33,63,30,16,46,376
2608,Government,Prep-6,Major Cities,Italian,primary ,"81 Baden Powell Dr, Tarneit VIC 3029, Australia",ChIJn8VLeM2O1moRgfWPI74oFNs,"Baden Powell P-9 College VIC,Australia",-37.8425448,144.6951507,3029,"establishment,point_of_interest,university",Tarneit,Baden Powell P-9 College ,03 9748 8688,Wyndham (C),998,101,49,49%,56%,55%,66%,62%,74,78,152,68,64,132,79,92,171,80,60,140,66,52,118,93,81,174,91,93,184,1071
3110,Government,Prep-6,Major Cities,Italian,primary ,"40-50 Loddon Dr, Taylors Hill VIC 3037, Australia",ChIJ_4NEL6P11moRMfwNI8slFyQ,"Taylors Hill Primary School VIC,Australia",-37.7168682,144.7598647,3037,"establishment,point_of_interest,school",Taylors Hill,Taylors Hill Primary School ,03 9361 4900,Melton (C),1022,52,28,63%,60%,57%,49%,57%,62,67,129,72,57,129,58,54,112,69,66,135,66,62,128,48.2,54,102.2,47,52,99,834.2
5184,Government,Prep-6,Major Cities,Italian,primary ,"13 Tuckers Rd, Templestowe VIC 3106, Australia",ChIJ2SiuZ2k41moRUSGzqcCJBa4,"Serpell Primary School VIC,Australia",-37.7698457,145.1545889,3106,"establishment,point_of_interest,school",Templestowe,Serpell Primary School ,03 9842 8182,Manningham (C),1165,67,9,40%,52%,60%,77%,71%,70,80,150,86,82,168,78,89,167,73,90,163,81,74,155,92,64,156,76,66,142,1101
4955,Government,Prep-6,Major Cities,Italian,primary ,"High St, Templestowe Heights VIC 3107, Australia",ChIJE2ccQZlH1moRzPsqNSm3psI,"Templestowe Heights Primary School VIC,Australia",-37.766487,145.11984,3107,"establishment,point_of_interest,school",Templestowe Heights,Templestowe Heights Primary School ,03 9850 1796,Manningham (C),1098,21,10,40%,41%,38%,34%,39%,22,24,46,23,28,51,26,24,50,23,26,49,29,34.8,63.8,13.8,19,32.8,27,12,39,331.6
5160,Government,Prep-6,Major Cities,Italian,primary ,"15 Birchwood Ave, Templestowe Lower VIC 3107, Australia",ChIJuUSrnqRH1moR4leHEdAWOfk,"Templestowe Valley Primary School VIC,Australia",-37.7600504,145.1098607,3107,"establishment,point_of_interest,school",Templestowe Lower,Templestowe Valley Primary School ,03 8850 5777,Manningham (C),1087,29,18,37%,30%,25%,22%,23%,52,34,86,35.2,36,71.2,28.6,27.2,55.8,42.4,28,70.4,24,25,49,33,34,67,45,31,76,475.4
5325,Government,Prep-6,Major Cities,Italian,primary ,"Penders Grove Primary School, 370 Victoria Rd, Thornbury VIC 3071, Australia",ChIJcx4XaF1E1moRenEAnNIbt_I,"Penders Grove Primary School VIC,Australia",-37.7546113,145.0142228,3071,street_address,Thornbury,Penders Grove Primary School ,03 9484 1076,Darebin (C),1009,15,8,35%,35%,34%,38%,31%,12.2,10,22.2,17,18,35,11,12,23,17.6,9,26.6,23,16,39,15,10,25,15,16,31,201.8
3987,Government,Prep-6,Major Cities,Italian,primary ,"Wales St Primary School, 49 Wales St, Thornbury VIC 3071, Australia",ChIJG3JfC2NE1moRIyMok-2-L5Q,"Wales Street Primary School VIC,Australia",-37.7618012,145.0085537,3071,"establishment,point_of_interest,school",Thornbury,Wales Street Primary School ,03 9484 3949,Darebin (C),1146,38,15,31%,28%,28%,33%,27%,43,46,89,38,43,81,45,53,98,49,44,93,42,38,80,43,39.5,82.5,42,40,82,605.5
5055,Government,Prep-6,Major Cities,Italian,primary ,"Broadmeadows Rd, Tullamarine VIC 3043, Australia",ChIJizI279tb1moRmYbYrhsz0pY,"Tullamarine Primary School VIC,Australia",-37.7021639,144.8789719,3043,"establishment,point_of_interest,school",Tullamarine,Tullamarine Primary School ,03 9338 2826,Hume (C),997,25,13,42%,40%,35%,33%,38%,12,22,34,25,31,56,27,15,42,21.1,21,42.1,30,16,46,23,26,49,29,23,52,321.1
1402,Government,Prep-6,Major Cities,Italian,primary ,"Livingstone Rd, Vermont South VIC 3133, Australia",ChIJuY4mTR4_1moR9oqR8edh-qU,"Livingstone Primary School VIC,Australia",-37.8529156,145.1809271,3133,"establishment,point_of_interest,school",Vermont South,Livingstone Primary School ,03 9803 7673,Whitehorse (C),1121,54,12,48%,46%,54%,46%,56%,53.4,61,114.4,60,55,115,56,43,99,61,62,123,60,60,120,47,51,98,49,51,100,769.4
1401,Government,Prep-6,Major Cities,Italian,primary ,"Crestdale Rd & Birchfield Crescent, Wantirna VIC 3152, Australia",ChIJnYW8Dxw81moRf2nYbz10DVA,"Templeton Primary School VIC,Australia",-37.8608513,145.2321192,3152,"establishment,point_of_interest,school",Wantirna,Templeton Primary School ,03 9801 7450,Knox (C),1120,51,20,43%,47%,51%,50%,59%,54,52,106,49,52,101,57,46,103,50,50,100,52,56,108,54,43,97,57,46,103,718
5315,Government,Prep-6,Major Cities,Italian,primary ,"80 Argyle Way, Wantirna South VIC 3152, Australia",ChIJ0xXfA9U91moR8b4WxwH3yuo,"Knox Gardens Primary School VIC,Australia",-37.882417,145.228671,3152,"establishment,point_of_interest,school",Wantirna South,Knox Gardens Primary School ,03 9800 2320,Knox (C),1089,18,9,36%,41%,38%,44%,49%,24,23,47,26,25,51,15,12,27,23,25,48,11,19,30,15,16,31,23,21,44,278
5508,Government,Prep-6,Major Cities,Italian,primary ,"36-42 Drysdale Rd, Warrandyte VIC 3113, Australia",ChIJtflJP0E31moRsmcobOxofqQ,"Andersons Creek Primary School VIC,Australia",-37.7489815,145.2079029,3113,"establishment,point_of_interest,school",Warrandyte,Andersons Creek Primary School ,03 9844 2757,Manningham (C),1104,23,9,4%,5%,5%,5%,5%,26,18,44,33,21,54,14,26,40,31,35,66,18,23,41,18,24,42,21,31,52,339
5004,Government,Prep-6,Major Cities,Italian,primary ,"240 Nell St, Watsonia VIC 3087, Australia",ChIJWejAT4xI1moRMX0dYSs8mnw,"Watsonia Primary School VIC,Australia",-37.7068969,145.0868998,3087,"establishment,point_of_interest,school",Watsonia,Watsonia Primary School ,03 9435 2917,Banyule (C),1004,12,2,21%,21%,18%,22%,19%,2,7,9,7,13,20,9,7,16,7,10,17,11,8,19,14,8,22,15,8,23,126
3806,Government,Prep-6,Major Cities,Italian,primary ,"Greaves St, Werribee VIC 3030, Australia",ChIJrdwDfQ6F1moRKall-HmAvrw,"Manorvale Primary School VIC,Australia",-37.8935977,144.6441521,3030,"establishment,point_of_interest,school",Werribee,Manorvale Primary School ,03 9741 6300,Wyndham (C),934,25,10,20%,29%,36%,34%,37%,23,20,43,23,28,51,23,17,40,20,28,48,19,14,33,14,19,33,22,15,37,285
4852,Government,Prep-6,Major Cities,Italian,primary ,"17 Argyle St, West Footscray VIC 3012, Australia",ChIJxz9-uP1d1moRoRab0SsZLoQ,"Footscray West Primary School VIC,Australia",-37.794914,144.876049,3012,"establishment,point_of_interest,school",West Footscray,Footscray West Primary School ,03 9687 1535,Maribyrnong (C),1090,37,12,42%,40%,38%,37%,36%,50,39,89,58,37,95,57,48,105,40,41,81,49,38,87,41,41,82,44,39,83,622
5104,Government,Prep-6,Major Cities,Italian,primary ,"34-46 Riddell St, Westmeadows VIC 3049, Australia",ChIJbcxKlD1a1moRo4TcT4z1MGw,"Westmeadows Primary School VIC,Australia",-37.676201,144.896059,3049,"establishment,point_of_interest,school",Westmeadows,Westmeadows Primary School ,03 9309 4350,Hume (C),995,27,14,22%,23%,24%,23%,22%,33,31,64,43,26,69,35,36,71,35,25,60,33,36,69,34,29,63,22,39,61,457
4838,Government,Prep-6,Major Cities,Italian,primary ,"134-148 Whites Ln, Wheelers Hill VIC 3150, Australia",ChIJpTVgZNQ_1moRTwaGe8WQnGI,"Wheelers Hill Primary School VIC,Australia",-37.9003968,145.1780801,3150,"establishment,point_of_interest,school",Wheelers Hill,Wheelers Hill Primary School ,03 9561 3457,Monash (C),1151,35,9,61%,66%,59%,62%,68%,40,42,82,37,36,73,38,42,80,31,36,67,34,35,69,33,37,70,34,36,70,511
5091,Government,Prep-6,Major Cities,Italian,primary ,"Petronella Ave, Wheelers Hill VIC 3150, Australia",ChIJ-XLoxiU-1moRBkbjiuBYlMY,"Jells Park Primary School VIC,Australia",-37.9024854,145.193024,3150,"establishment,point_of_interest,school",Wheelers Hill,Jells Park Primary School ,03 9560 6494,Monash (C),1126,34,14,25%,33%,35%,39%,41%,37,29,66,37.4,22,59.4,40,52,92,34,41,75,39,39,78,32.4,26,58.4,50,27,77,505.8
3890,Government,Prep-6,Major Cities,Italian,primary ,"1-5 Ninevah Cres, Wheelers Hill VIC 3150, Australia",ChIJqSbW3HoV1moRG4UZFeg0s5c,"Brandon Park Primary School VIC,Australia",-37.9131546,145.1731144,3150,"establishment,point_of_interest,school",Wheelers Hill,Brandon Park Primary School ,03 9560 4423,Monash (C),1104,29,5,37%,47%,52%,71%,69%,50,40,90,43,39,82,36,19.2,55.2,19,23,42,22,21,43,18,23,41,15,18,33,386.2
982,Government,Prep-6,Major Cities,Italian,primary ,"115 Cecil St, Williamstown VIC 3016, Australia",ChIJGXSlcOtm1moRdoPjw1FzaQE,"Williamstown Primary School VIC,Australia",-37.8640681,144.8997894,3016,"establishment,point_of_interest,school",Williamstown,Williamstown Primary School ,03 9397 1248,Hobsons Bay (C),1134,29,12,12%,12%,11%,11%,14%,30,35,65,46,35,81,31,30,61,50,38,88,42,36,78,45,45,90,37,30,67,530
1183,Government,Prep-6,Major Cities,Italian,primary ,"234 Yallambie Rd, Yallambie VIC 3085, Australia",ChIJT-n1VYdI1moR1Qr1xldcxvg,"Streeton Primary School VIC,Australia",-37.721649,145.10148,3085,"establishment,point_of_interest,school",Yallambie,Streeton Primary School ,03 9435 6070,Banyule (C),1048,13,7,20%,18%,12%,14%,16%,16,9,25,19,16,35,8,13,21,12,10,22,8,11,19,14,12,26,17,11,28,176
5438,Government,Prep-6,Major Cities,Italian,primary ,"540 Yan Yean Rd, Yarrambat VIC 3091, Australia",ChIJZzG4bHRK1moR1un6ymBfo-E,"Yarrambat Primary School VIC,Australia",-37.6409104,145.1333771,3091,"establishment,point_of_interest,school",Yarrambat,Yarrambat Primary School ,03 9436 1464,Nillumbik (S),1052,42,11,2%,3%,4%,4%,5%,54,53.2,107.2,44,40,84,50,41,91,36,50,86,36,43.6,79.6,35,37,72,45,30,75,594.8
2054,Government,Prep-6,Major Cities,Italian,primary ,"30 Powell St, Yarraville VIC 3013, Australia",ChIJoTbB70Vn1moRqa04mVvlKIk,"Yarraville West Primary School VIC,Australia",-37.8148373,144.8851424,3013,"establishment,point_of_interest,school",Yarraville,Yarraville West Primary School ,03 9314 3816,Maribyrnong (C),1137,58,15,18%,21%,21%,25%,22%,65,55,120,55,72,127,68,59,127,62,57,119,70,79,149,55,45,100,49,36,85,827
2832,Government,Prep-6,Major Cities,Italian,primary ,"58 Bishop St, Yarraville VIC 3013, Australia",ChIJhTdV5kxn1moRacAHbtRwzi8,"Kingsville Primary School VIC,Australia",-37.8123913,144.8741534,3013,"establishment,point_of_interest,school",Yarraville,Kingsville Primary School ,03 9314 5869,Maribyrnong (C),1110,38,7,14%,11%,10%,10%,12%,48,39,87,48,55,103,42,54,96,50,53,103,43,40,83,45,30,75,59,41,100,647
5232,Government,Prep-6,Major Cities,Hindi,primary ,"14/36 Lesdon Ave, Cranbourne VIC 3977, Australia",ChIJkQko4dUP1moRsMo5WVKUdB4,"Rangebank Primary School VIC,Australia",-38.0873496,145.2756421,3977,"establishment,point_of_interest,school",Cranbourne ,Rangebank Primary School ,03 5996 8900,Casey,995,27,14,0.22,0.2254,0.24,0.2254,0.22,33,31,64,43,26,69,35,36,71,35,25,60,33,36,69,34,29,63,22,39,61,457
